DATAID,MODEL,NAME,DISTRIBUTOR,DEVELOPER,RELEASE
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
DATA0001,model01,soft1,maker,devdev,2023/3/10
